tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2018-06-07,0,0,0,[],H4238 [Engross] Relative to certain affordable housing in the Jamaica Plain section of the city of Boston http://bitly.com/YNQYV0 
1,2018-05-30,0,0,0,[],S2146 [Passed] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings ... http://bitly.com/WJmsx0 
2,2018-05-18,0,0,0,[],S2146 [Enroll] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings ... http://bitly.com/WJmsx0 
3,2018-04-13,0,0,0,[],H4288 [NEW] Relative to certain affordable housing in the Roxbury section of the city of Boston http://bitly.com/XHmPpP 
4,2018-04-03,3,2,0,['Boston'],A recent housing report showed rents in #Boston are up again. The city council housing committee… https://www.instagram.com/p/BhHh630HC_2/ 
5,2018-06-07,0,0,0,[],H4238 [Engross] Relative to certain affordable housing in the Jamaica Plain section of the city of Boston http://bitly.com/YNQYV0 
6,2018-05-30,0,0,0,[],S2146 [Passed] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings ... http://bitly.com/WJmsx0 
7,2018-05-18,0,0,0,[],S2146 [Enroll] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings ... http://bitly.com/WJmsx0 
8,2018-04-13,0,0,0,[],H4288 [NEW] Relative to certain affordable housing in the Roxbury section of the city of Boston http://bitly.com/XHmPpP 
9,2018-04-03,3,2,0,['Boston'],A recent housing report showed rents in #Boston are up again. The city council housing committee… https://www.instagram.com/p/BhHh630HC_2/ 
10,2018-02-27,0,0,0,[],S2102 [Passed] Authorizing the Berkshire County Regional Housing Authority to convey a certain parcel of land in ... http://bitly.com/Wiavht 
11,2018-02-25,0,0,0,[],H4238 [NEW] Relative to certain affordable housing in the Jamaica Plain section of the city of Boston http://bitly.com/YNQYV0 
12,2018-02-24,0,0,0,[],H3746 [Engross] Amending the charter of the town of Oxford to elect 3 members of the housing authority http://bitly.com/YG5Jt1 
13,2018-02-19,0,0,0,[],H4211 [NEW] Protecting the interests of housing cooperative shareholders http://bitly.com/WD1BpS 
14,2018-02-12,0,0,0,[],S2102 [Enroll] Authorizing the Berkshire County Regional Housing Authority to convey a certain parcel of land in ... http://bitly.com/Wiavht 
15,2018-01-29,0,0,0,[],"I'm at Boston Housing Authority in Boston, MA https://www.swarmapp.com/c/2JJuRrep1KM "
16,2018-01-20,0,0,0,[],Greetings to Sec of Housing and Economic Development Jay Ash and fellow Hopedale Selectman Brian… https://www.instagram.com/p/BeMDUHnD24R/ 
17,2018-01-17,0,0,0,[],S2146 [Engross] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings... http://bitly.com/WJmsx0 
18,2017-12-15,1,0,0,[],S2102 [Engross] Authorizing the Berkshire County Regional Housing Authority to convey a certain parcel of land in... http://bitly.com/Wiavht 
19,2017-11-14,0,0,0,[],Just posted a photo @ Somerville Housing Authority https://www.instagram.com/p/BbfpE1YBxp8/ 
20,2017-11-10,0,0,0,[],H2243 [Passed] Relative to certain affordable housing in the East Boston section of the city of Boston http://bitly.com/UmkEus 
21,2017-11-08,0,0,0,[],"I'm at Boston Housing Authority in Boston, MA https://www.swarmapp.com/c/ho6JZX8mT8R "
22,2017-11-07,0,0,0,[],Just posted a photo @ Somerville Housing Authority https://www.instagram.com/p/BbNcqXwBmRj/ 
23,2017-11-06,0,0,0,[],H2243 [Enroll] Relative to certain affordable housing in the East Boston section of the city of Boston http://bitly.com/UmkEus 
24,2017-01-18,0,0,0,[],"""We are preparing historic investments in affordable housing,"" Mayor Walsh says at SOTC2017. Watch live:… https://twitter.com/i/web/status/821519341883654144 …"
25,2016-12-16,0,0,0,"['CambridgeWorks', 'CambMA']",#CambridgeWorks participant Tyler says working at #CambMA Housing Authority gave him a wonderful work experience & changed his perspective.
26,2016-12-04,0,1,0,[],30 of the 32 units were low-income housing -  please help in any way you can. The Mayor's… https://www.instagram.com/p/BNnTrq5DmDr/ 
27,2016-11-15,1,0,0,[],Olivia from Lynn Housing Authority dropping off FOUR new kids coats for our coat drive!!! Thank… https://www.instagram.com/p/BM1sF-sj_yE/ 
28,2017-01-18,0,0,0,[],"""We are preparing historic investments in affordable housing,"" Mayor Walsh says at SOTC2017. Watch live:… https://twitter.com/i/web/status/821519341883654144 …"
29,2016-12-16,0,0,0,"['CambridgeWorks', 'CambMA']",#CambridgeWorks participant Tyler says working at #CambMA Housing Authority gave him a wonderful work experience & changed his perspective.
30,2016-12-04,0,1,0,[],30 of the 32 units were low-income housing -  please help in any way you can. The Mayor's… https://www.instagram.com/p/BNnTrq5DmDr/ 
31,2016-11-15,1,0,0,[],Olivia from Lynn Housing Authority dropping off FOUR new kids coats for our coat drive!!! Thank… https://www.instagram.com/p/BM1sF-sj_yE/ 
32,2016-11-09,0,0,0,[],"That has been very sobering (@ Boston Housing Authority in Boston, MA) https://www.swarmapp.com/c/3iWrfhLuFnQ "
33,2016-08-23,0,0,0,[],H3617 [Passed] Relative to certain affordable housing in the city of Boston http://bitly.com/WkPwuC 
34,2016-08-16,0,0,0,[],H3617 [Enroll] Relative to certain affordable housing in the city of Boston http://bitly.com/WkPwuC 
35,2016-07-28,0,0,0,[],S693 [Passed] Relative to the membership of Berkshire County Regional Housing Authority http://bitly.com/VDaHqM 
36,2016-07-20,0,0,0,[],S693 [Enroll] Relative to the membership of Berkshire County Regional Housing Authority http://bitly.com/VDaHqM 
37,2016-06-25,1,0,0,['gloup'],"""where's my neeeeck?? :("" #gloup @ Saugus Housing Authority https://www.instagram.com/p/BHGHEmuh7NdiaksZxWq09h2XezpBlPrUBBTugw0/ …"
38,2019-01-07,1,0,0,['NewYear'],"As the 12th Day of Christmas approaches midnight and the government shutdown enters its 3rd week, are your housing resolutions for the #NewYear year on hold?  

If so, Santa & Congress… https://www.instagram.com/p/BsUSPeND6DX/?utm_source=ig_twitter_share&igshid=1dcmgfq32axx7 …"
39,2018-12-02,0,0,0,[],H4981 [NEW] Relative to local housing authority board member elections http://bitly.com/2zF0fcr 
40,2019-01-07,1,0,0,['NewYear'],"As the 12th Day of Christmas approaches midnight and the government shutdown enters its 3rd week, are your housing resolutions for the #NewYear year on hold?  

If so, Santa & Congress… https://www.instagram.com/p/BsUSPeND6DX/?utm_source=ig_twitter_share&igshid=1dcmgfq32axx7 …"
41,2018-12-02,0,0,0,[],H4981 [NEW] Relative to local housing authority board member elections http://bitly.com/2zF0fcr 
42,2018-11-07,0,0,0,[],"A/R (@ Boston Housing Authority in Boston, MA) https://www.swarmapp.com/c/j9jooJ43jBY "
43,2018-11-02,0,0,0,['nardiversity'],Wayne Woodyard telling Diversity Committee of his experience with Dana Rohrbacher of California about Fair Housing. His refusal to support cost him his RPAC Support. #nardiversity… https://www.instagram.com/p/BpsB1yzjQI1/?utm_source=ig_twitter_share&igshid=1k1bz3o2ffpi …
44,2018-10-26,0,0,0,[],H4288 [Passed] Relative to certain affordable housing in the Roxbury section of the city of Boston http://bitly.com/XHmPpP 
45,2018-10-23,3,0,0,[],Leadership — Harvard University Housing is grateful for the leadership from Graduate Commons Program Director Lisa Valela for ten years of Making Harvard Home for thousands of residents… https://www.instagram.com/p/BpSyExqjaGC/?utm_source=ig_twitter_share&igshid=ss0bx77unfwn …
46,2018-10-15,0,0,0,[],H4288 [Enroll] Relative to certain affordable housing in the Roxbury section of the city of Boston http://bitly.com/XHmPpP 
47,2018-10-12,0,0,0,[],Clare and Polly  came to visit us!! @ Chelsea Housing Authority https://www.instagram.com/p/Bo2K57hBWQDXZ69K1ReMLNwx1RXB3Wta--eEBA0/?utm_source=ig_twitter_share&igshid=16pm6kpm09nxg …
48,2018-10-11,1,0,0,[],"Great things for Massachusetts Economy Review
provided by 
Jay Ash~ Mass Secretary of Housing & Economic Development. 
BOSTON IS BOOMING  @ Boston Marriott Burlington https://www.instagram.com/p/BozIlAXlb6V/?utm_source=ig_twitter_share&igshid=5a9u88uk1i8d …"
49,2018-09-20,0,0,0,[],H4288 [Engross] Relative to certain affordable housing in the Roxbury section of the city of Boston http://bitly.com/XHmPpP 
50,2018-08-11,0,0,0,[],H4580 [Passed] Authorizing the Somerville Housing Authority to reconstruct the state funded Clarendon Hill public housing project http://bitly.com/2bmrHxL 
51,2018-08-06,0,0,0,[],"I'm at Boston Housing Authority in Boston, MA https://www.swarmapp.com/c/iwctXZbOhIU "
52,2018-08-01,0,0,0,[],H4580 [Enroll] Authorizing the Somerville Housing Authority to reconstruct the state funded Clarendon Hill public housing project http://bitly.com/2bmrHxL 
53,2018-07-26,0,0,0,[],H4238 [Passed] Relative to certain affordable housing in the Jamaica Plain section of the city of Boston http://bitly.com/YNQYV0 
54,2018-07-24,0,0,0,[],H4580 [NEW] Authorizing the Somerville Housing Authority to reconstruct the state funded Clarendon Hill public housing project http://bitly.com/2bmrHxL 
55,2018-07-05,0,0,0,[],H3540 [Passed] Relative to certain affordable housing in the South End section of the city of Boston http://bitly.com/YAAIXd 
56,2018-07-02,0,0,0,[],H4238 [Enroll] Relative to certain affordable housing in the Jamaica Plain section of the city of Boston http://bitly.com/YNQYV0 
57,2018-06-25,0,1,0,[],H3540 [Enroll] Relative to certain affordable housing in the South End section of the city of Boston http://bitly.com/YAAIXd 
58,2016-06-01,2,0,0,"['adt', 'erminewindowdiorama']",What if ADT paid folks to do this? #adt #erminewindowdiorama @ Cambridge Housing Authority https://www.instagram.com/p/BGF3-mMxZy7/ 
59,2016-05-12,0,0,0,['photo'],Drinking a Haze by @treehousebrewco @ Swampscott Housing Authority — http://untp.beer/s/c310138233  #photo
60,2016-04-21,0,0,0,[],S693 [Engross] Relative to the membership of Berkshire County Regional Housing Authority http://bitly.com/VDaHqM 
61,2016-06-01,2,0,0,"['adt', 'erminewindowdiorama']",What if ADT paid folks to do this? #adt #erminewindowdiorama @ Cambridge Housing Authority https://www.instagram.com/p/BGF3-mMxZy7/ 
62,2016-05-12,0,0,0,['photo'],Drinking a Haze by @treehousebrewco @ Swampscott Housing Authority — http://untp.beer/s/c310138233  #photo
63,2016-04-21,0,0,0,[],S693 [Engross] Relative to the membership of Berkshire County Regional Housing Authority http://bitly.com/VDaHqM 
64,2016-04-13,0,0,0,[],H4211 [NEW] Providing for a workforce housing financing plan http://bitly.com/WD1BpS 
65,2016-03-26,0,0,0,[],Mayor Walsh allocates $28 million towards affordable housing http://bit.ly/22PlhvC 
66,2016-03-22,0,0,0,[],Mayor Walsh Announces More Than $28M to Support Affordable Housing in Boston http://bit.ly/1VBPmNk 
67,2016-03-17,0,0,0,[],S1966 [Passed] Further regulating certain affordable housing in the East Boston section of the city of Boston http://bitly.com/YQ4LKI 
68,2016-03-10,0,0,0,[],H3617 [Engross] Relative to certain affordable housing in the city of Boston http://bitly.com/WkPwuC 
69,2016-03-10,0,0,0,[],S1966 [Enroll] Further regulating certain affordable housing in the East Boston section of the city of Boston http://bitly.com/YQ4LKI 
70,2016-01-20,1,0,0,"['housing', 'struggles']",The City of Boston is strong. #housing. Murder 16 year low. #struggles. More work to do.… https://www.instagram.com/p/BAvbMvVKptS/ 
71,2016-01-08,0,0,0,[],H3938 [NEW] Relating to the conveyance of certain land to the Foxborough housing authority http://bitly.com/XJXEmq 
72,2016-01-08,0,0,0,[],S1966 [Engross] Further regulating certain affordable housing in the East Boston section of the city of Boston http://bitly.com/YQ4LKI 
73,2016-01-07,0,0,0,[],City of Boston permitted more affordable housing in 2015 than ever before http://trib.al/1o3xzo7?utm_source=dlvr.it&utm_medium=twitter …
74,2015-12-30,0,0,0,[],H3867 [Passed] Relative to the tax status of certain land owned by a housing authority within the city of Cambridge http://bitly.com/WDaODV 
75,2015-12-21,0,0,0,[],H3867 [Enroll] Relative to the tax status of certain land owned by a housing authority within the city of Cambridge http://bitly.com/WDaODV 
76,2015-12-10,0,0,0,[],H3867 [Engross] Relative to the tax status of certain land owned by a housing authority within the city of Cambridge http://bitly.com/WDaODV 
77,2015-12-01,0,0,0,[],H3867 [NEW] Relative to the tax status of certain land owned by a housing authority within the city of Cambridge http://bitly.com/WDaODV 
78,2015-11-12,0,0,0,['leopardgecko'],Bernie drinking water #leopardgecko @ Chelsea Housing Authority https://instagram.com/p/9_kPmOgXwcJj49-uyYyvWAvEeJDTfMDMhW93M0/ …
79,2015-11-12,0,0,0,[],"Mayor Walsh announces $200,000 homeless veterans housing fund http://bit.ly/20Oqow2 "
80,2015-11-12,0,0,0,[],"In Boston, there are 224 veterans in transitional housing and 91 in shelters or on the street, mayor Walsh says. http://bos.gl/UxJIpPm "
81,2015-11-12,1,0,0,[],"Mayor Walsh announces $200,000 homeless veterans housing fund http://trib.al/WXGHUT2 "
82,2015-11-06,0,0,0,[],"I'm at Boston Housing Authority in Boston, MA https://www.swarmapp.com/c/3TgzmWUgkCU "
83,2015-11-03,0,0,0,[],If you live in Saugus vote for Nick for Housing Authority and if you live… https://instagram.com/p/9oDngjnIc7GKpuDyAEDfB8fyWaHUEfwkCWS1g0/ …
84,2015-10-25,0,0,0,[],Body discovered after fire put out: One person died Saturday night in a fire at a Millbury Housing Authority… http://boston.cityandpress.com/node/10362409 
85,2015-10-21,0,0,0,[],Hoodmorning® My 's @ Boston Housing Authority Mission Hill https://instagram.com/p/9GOskIQZZGJFm7NscYqRN7A0lKAt-9T37qJvc0/ …
86,2015-10-16,0,0,0,[],NightSide – Should Public Housing Residents Be Forced To Work?: Worcester Housing Authority Executive Director Ray… http://boston.cityandpress.com/node/10321786 
87,2015-10-04,0,0,0,[],Man dies in fire at housing complex: A man has died in a fire at a complex managed by the Athol Housing Authority. http://boston.cityandpress.com/node/10267802 
88,2015-10-02,0,0,0,[],H3786 [NEW] Relative to the tax status of certain land owned by a housing authority http://bitly.com/WJCzdZ 
89,2015-10-02,0,0,0,[],Boston City Council Election 2015:Wu Campaigning on Housing and Education Issues http://bit.ly/1iQfZyc 
90,2017-10-02,0,0,0,[],H3540 [Engross] Relative to certain affordable housing in the south end section of the city of Boston http://bitly.com/YAAIXd 
91,2017-09-28,0,0,0,[],H2243 [Engross] Relative to certain affordable housing in the East Boston section of the city of Boston http://bitly.com/UmkEus 
92,2017-08-30,0,0,0,[],S2146 [NEW] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings the... http://bitly.com/WJmsx0 
93,2017-10-02,0,0,0,[],H3540 [Engross] Relative to certain affordable housing in the south end section of the city of Boston http://bitly.com/YAAIXd 
94,2017-09-28,0,0,0,[],H2243 [Engross] Relative to certain affordable housing in the East Boston section of the city of Boston http://bitly.com/UmkEus 
95,2017-08-30,0,0,0,[],S2146 [NEW] Authorizing the Brookfield Housing Authority to convey a certain parcel of land and the buildings the... http://bitly.com/WJmsx0 
96,2017-07-06,0,0,0,[],Add me on Snapchat @ Somerville Housing Authority https://www.instagram.com/p/BWNWl7QFBv1/ 
97,2017-06-29,0,0,0,[],S2102 [NEW] Authorizing the Berkshire County Regional Housing Authority to convey a certain parcel of land in the... http://bitly.com/Wiavht 
98,2017-06-12,0,0,0,[],H3746 [NEW] Amending the charter of the town of Oxford to elect 3 members of the housing authority http://bitly.com/YG5Jt1 
99,2017-04-11,0,0,0,[],H3541 [NEW] To restore Boston's governmentally-involved housing protection http://bitly.com/WzO07U 
100,2017-04-10,0,0,0,[],H2243 [NEW] Relative to certain affordable housing in the East Boston section of the city of Boston http://bitly.com/UmkEus 
101,2017-03-29,0,0,0,[],"I'm at Boston Housing Authority in Boston, MA https://www.swarmapp.com/c/aEbJ6w2lsgW "
102,2017-03-28,0,0,0,[],S746 [NEW] Relative to enhanced housing authority screening http://bitly.com/VD8LOY 
103,2017-03-26,0,0,0,[],H674 [NEW] Relative to housing authority executive director contracts http://bitly.com/Wt7lHH 
104,2017-03-21,0,0,0,[],Exceptional speech in Gund Hall on housing within the regional context of Boston by mayor… https://www.instagram.com/p/BR4T7pLhicf/ 
105,2017-03-01,0,0,0,[],"Advocates held an overnight protest outside the office of Mayor Walsh, demanding an increase in affordable housing. http://toplocalnow.com/us/boston/at/13 "
106,2017-02-23,1,0,0,[],Time to go enjoy this gorgeous weather  @ Boston Housing Authority… https://www.instagram.com/p/BQ3kDBvAr7H4l3Afnnw2n5S2hDBjt-DfjTfhD80/ …
