tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2017-11-17,0,0,0,[],H3999 [NEW] Providing for a donation check-off box on state tax returns for the Massachusetts Youth in Government... http://bitly.com/ZfWoIr 
1,2017-07-12,0,0,0,[],Boston Centers for Youth & Families is hiring!!! If you or anyone you know may be interested in… https://www.instagram.com/p/BWdOQr6FVOC/ 
2,2017-05-14,0,0,0,[],Gongradulations to our outgoing President Mary-Kate! Emmanuel College Youth in Government would… https://www.instagram.com/p/BUFwYezAXN_/ 
3,2017-05-07,5,3,0,"['ltabma2017', 'bosarts']",Love the power of youth voice @massleap poetry slam #ltabma2017 @826boston @bpsicreate #bosarts… https://www.instagram.com/p/BTxS5c_gCA9/ 
4,2017-03-03,0,0,0,[],H1469 [NEW] Providing for a donation check-off box on state tax returns for the Massachusetts Youth in Government... http://bitly.com/XGJGlt 
5,2017-01-13,0,0,0,"['bospoli', 'bpswalkout', 'NoOn2']",#bospoli @titojackson speaks about inspirational youth leadership #bpswalkout #NoOn2… https://www.instagram.com/p/BPNeXyjhfMo/ 
6,2017-01-13,0,0,0,[],"Happy Friday, y'all! @ Boston Centers for Youth & Families (BCYF) https://www.instagram.com/p/BPNQGcrjxld/ "
7,2016-11-04,0,0,0,[],A benefit co-chaired by Mayor Martin J. Walsh for the Foundation for Boston Centers for Youth &… https://www.instagram.com/p/BMZhTMpjyQT/ 
8,2016-11-02,0,0,0,[],I admire the effort of City of Boston to invest in youth and involve them a lot in development… https://www.instagram.com/p/BMS0hLBjA0v/ 
9,2016-10-30,3,2,0,['proud'],@Mayor_McCarthy @EduKaytie @DrewEchelson TY for your work on the Youth Summit.  I'm so #proud of our students and our @OneWaltham community.
10,2016-09-24,0,0,0,[],Boston Centers for Youth & Families Winter Camp Joy Registration Open Now http://bit.ly/2cUv8Bu 
11,2019-02-21,4,1,0,['BuildBPS'],THANK YOU to the Youth Community Organizers of @SociedadLatina for hosting @bostonschools #BuildBPS Community Conversation! @ Sociedad Latina https://www.instagram.com/p/BuIAJP2gAGG/?utm_source=ig_twitter_share&igshid=5psckcgxqhim …
12,2019-02-21,4,1,0,['BuildBPS'],THANK YOU to the Youth Community Organizers of @SociedadLatina for hosting @bostonschools #BuildBPS Community Conversation! @ Sociedad Latina https://www.instagram.com/p/BuIAJP2gAGG/?utm_source=ig_twitter_share&igshid=5psckcgxqhim …
13,2018-11-02,0,0,0,[],You thought “Freek of the Week” was over didn’t you Congrats to @sammy_swagg . Thx for spreading my message to the youth & using SST in your everyday life. S/o my bro teamdemby thx… https://www.instagram.com/p/Bpsgvi-A6aF/?utm_source=ig_twitter_share&igshid=1knrzi495m2v2 …
14,2018-11-02,0,0,0,[],Got my youth kids Repping that rags2richescny @r2rcny Blessed be God FOREVER.... @ St Joseph's Catholic Church https://www.instagram.com/p/BpsK2SVn4Gt/?utm_source=ig_twitter_share&igshid=t4k5n8nwzcca …
15,2018-10-11,1,2,0,['nationalcomingoutday'],Happy #nationalcomingoutday from the one government office where EVERY DAY IS COMING OUT DAY! @ The Massachusetts Commission on LGBTQ Youth https://www.instagram.com/p/BozlrucAQaq/?utm_source=ig_twitter_share&igshid=l0ycmjhgz1hb …
16,2018-09-14,3,1,0,[],"ABCD Foster Grandparents, City of Boston RSVP volunteers and City of Boston youth council members came together to honor 9/11 by putting together  300 school supply packages for BPS… https://www.instagram.com/p/BntdwWBB1w0/?utm_source=ig_twitter_share&igshid=1748c8e4lthfj …"
17,2018-08-17,1,0,0,[],"Come out and help Boston Centers for Youth & Families (bcyfcenters), @kaboom! and morgan.stanley build this anazing playground at the BCYF Gallivan Community Center in Mattapan on… https://www.instagram.com/p/BmkCb2SHJ4E/?utm_source=ig_twitter_share&igshid=164331obq5lfq …"
18,2018-07-11,0,0,0,"['communitymedia', 'youth', 'summer', 'maldenma', 'mapoli', 'video']","Today,  the mayorofmalden stopped by to say hello to our youth workers & our summer intern at @MaldenAccess. #communitymedia #youth #summer #maldenma #mapoli #video @ Malden Access… https://www.instagram.com/p/BlHBTRwhjb0/?utm_source=ig_twitter_share&igshid=1f2bwhs1pr14i …"
19,2016-02-07,1,1,0,[],The Lord Mayor of Belfast came by @collegebounddot today. Who knew he was a youth worker for 22… https://www.instagram.com/p/BBduSBJqpmT/ 
20,2015-09-03,0,0,0,[],Hi! @ Boston Centers for Youth & Families (BCYF) https://instagram.com/p/7LjDvzvBpT/ 
21,2015-08-14,0,0,0,[],H3498 [NEW] Providing for a donation check-off box on state tax returns for the Massachusetts Youth in Government... http://bitly.com/Xzs62D 
22,2015-08-06,0,0,0,[],"Boston mayor wants ban on chewing tobacco at ballparks: From Fenway Park to youth baseball fields, Boston Mayor… http://boston.cityandpress.com/node/9991791 "
23,2015-06-22,0,0,0,[],Mayor plans to boost summer work program by 200 jobs: The city is creating 200 additional youth jobs this summer at… http://boston.cityandpress.com/node/9772004 
24,2015-05-18,0,0,0,[],Emanuel wants focus on youth for 2nd term as Chicago mayor: Chicago Mayor Rahm Emanuel put the focus on his… http://boston.cityandpress.com/node/9599644 
25,2015-04-16,1,0,0,[],"Zeroing in on goals & strategies for incr. food access, food justice & youth leadership @BPHC @BCFF @CityOfBostonpic.twitter.com/U82iKXeacY"
