tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2017-01-24,0,0,0,[],"Cmsr of Boston Inspectional Services says engineer will look at bdlg, but likely will have to come down. wcvb… http://toplocalnow.com/us/boston "
1,2017-01-24,0,0,0,[],"Cmsr of Boston Inspectional Services says engineer will look at bdlg, but likely will have to come down. wcvb… http://toplocalnow.com/us/boston "
2,2016-10-28,0,0,0,[],"City's Back Bay, Beacon Hill Neighborhood Liaison Moving On: The Mayor's Office of Neighborhood Services is c... http://bit.ly/2eEoHAZ "
3,2016-03-16,0,0,0,[],Finally!! @ Boston EMS (Emergency Medical Services) https://www.instagram.com/p/BC_jfvouxGj9b9yi7DDM7l5QdekGYlqoyCnYto0/ …
4,2016-02-20,2,2,0,[],"The American Red Cross Disaster Services DPM L. Matnog, RS A. Day & Mayor Of Malden... https://www.swarmapp.com/maddimadd868/checkin/56c7b650498e2169b9bbe279?s=5OT_ONOnNHlCDchlnPQnzHUaMrY&ref=tw …pic.twitter.com/lf5iMBM9Xa"
5,2016-02-20,1,0,0,[],"The American Red Cross Disaster Services DPM L. Matnog, RS A. Day & Mayor Of Malden Gary. Christenson With The... https://www.swarmapp.com/c/8yQ0h9e2g0o "
6,2016-02-10,0,0,0,[],@cogicurbaninitiatives  @ Boston EMS (Emergency Medical Services) https://www.instagram.com/p/BBlcX8wOxK1OK-buUnn2rhP57RBi8XGnTr267g0/ …
7,2016-02-05,0,0,0,['fixitJesus'],I can't deal!! #fixitJesus  @ Boston EMS (Emergency Medical Services) https://www.instagram.com/p/BBY4Mb7uxOUM-Pn_qwUeCYWAumxMe61MKXMmdQ0/ …
8,2016-01-29,0,0,0,[],All of this!!! Amen!!  @ Boston EMS (Emergency Medical Services) https://www.instagram.com/p/BBGiEUTuxF9np_gOr78vy4lIyDwv6BRix_UknU0/ …
9,2015-10-15,0,0,0,[],H3573 [Passed] Increasing the expenditure limit of the Fire Department Emergency Medical Services Revolving Fund ... http://bitly.com/WKLyvr 
10,2018-03-13,1,0,0,[],"Boston EMS ""Plowbulance"" @ Boston Emergency Medical Services https://www.instagram.com/p/BgRvxkwlxuIt45uaDcnQUgSY3m488XgM7kJA880/ …"
11,2018-11-02,0,0,0,[],"A huge thank you to Kevin Hartigan, Director of Volunteer Services and Tours, and the Perkins School of the Blind for giving IDMers an opportunity to visit the school museum and… https://www.instagram.com/p/BpsFXLaHgcD/?utm_source=ig_twitter_share&igshid=9cyy4wkh5oxc …"
12,2018-10-23,1,1,0,"['najaamlee', 'najmahal', 'matrix', 'morpheus', 'theveil', 'memesdaily', 'art']","Do You Want To Know... What It Is??

#najaamlee #najmahal #matrix #morpheus #theveil #memesdaily #art 
.
.
.
.
Check out the following HEALING SERVICES AND CONSULTATIONS
… https://www.instagram.com/p/BpScRlAh7ou/?utm_source=ig_twitter_share&igshid=szu4gxx7wul5 …"
13,2018-09-12,0,0,0,[],"Do it for the culture... While building community! I've told y'all how much I love my job, right?? S/O to The Mayor's Office it Health & Human Services for hosting Community BBQs around… https://www.instagram.com/p/Bno0KuAHrCJ/?utm_source=ig_twitter_share&igshid=1uyjzj42w2hxx …"
14,2017-10-10,0,0,0,[],H2780 [Passed] Establishing the department of inspectional services and permitting in the town of Lakeville http://bitly.com/YW2MV5 
15,2017-10-10,0,0,0,[],H2780 [Passed] Establishing the department of inspectional services and permitting in the town of Lakeville http://bitly.com/YW2MV5 
16,2017-09-28,0,0,0,[],H2780 [Enroll] Establishing the department of inspectional services and permitting in the town of Lakeville http://bitly.com/YW2MV5 
17,2017-08-24,0,0,0,[],"Mayor Walsh,, thank you so much for your visit today to Community Work Services! @marty_walsh… https://www.instagram.com/p/BYMCygbhy_B/ "
18,2017-08-06,0,0,0,[],I'm in a lot of pain and it's murrrrrdah... Prayers Please. @ Boston Emergency Medical Services https://www.instagram.com/p/BXcImG1BxBC/ 
19,2017-06-29,1,0,0,[],H3786 [NEW] Amending the act establishing a Department of Inspectional Services in the city of Lynn http://bitly.com/WJCzdZ 
20,2017-06-16,0,0,0,[],"NKF Property Management’s own Debby Higgins, regional management services administrator for the… https://www.instagram.com/p/BVZ28_dlE7O/ "
21,2017-05-11,0,0,0,[],H2780 [Engross] Establishing the department of inspectional services and permitting in the town of Lakeville http://bitly.com/YW2MV5 
22,2017-05-06,0,0,0,[],Finally!!! @ Boston Emergency Medical Services https://www.instagram.com/p/BTwcKcQgQfhmeZ0bUv2LzoeTBNQQO_cd8OLmNE0/ …
23,2017-04-21,0,0,0,[],S1192 [NEW] Modernizing emergency medical services oversight http://bitly.com/YJoKe0 
24,2017-03-25,0,0,0,[],H3237 [NEW] Relative to emergency medical services oversight http://bitly.com/YITOdH 
25,2017-03-23,0,0,0,[],S1329 [NEW] Relative to the regionalization of public safety services http://bitly.com/WOcs5t 
26,2017-03-21,0,0,0,[],S901 [NEW] Promoting access to emergency medical services for minors http://bitly.com/RqUEMa 
27,2017-03-21,0,0,0,[],H3050 [NEW] Promoting access to emergency medical services for minors http://bitly.com/WirArH 
28,2017-03-19,0,0,0,[],H719 [NEW] To improve public safety by facilitating access to addiction services http://bitly.com/WFpFOb 
29,2017-03-13,0,0,0,[],H2765 [NEW] Establishing emergency medical services for veterans http://bitly.com/VHHQlG 
30,2017-03-11,0,0,0,[],H2780 [NEW] Establishing the department of inspectional services and permitting in the town of Lakeville http://bitly.com/YW2MV5 
31,2015-10-01,0,0,0,[],H3573 [Enroll] Increasing the expenditure limit of the Fire Department Emergency Medical Services Revolving Fund ... http://bitly.com/WKLyvr 
32,2015-10-01,0,0,0,[],H3573 [Enroll] Increasing the expenditure limit of the Fire Department Emergency Medical Services Revolving Fund ... http://bitly.com/WKLyvr 
33,2015-09-06,0,0,0,[],@realDonaldTrump reached out the mayor senator free legal services.  I received 5 letters from financial freedom on 8/26/15.
34,2015-09-02,0,0,0,['wbz'],Boston City Councilors commend Inspectional Services for smooth move-in weekend for college students. #wbz
35,2015-09-01,0,0,0,[],Allston landlord cited for 30 sanitation and safety issues: Boston's Inspectional Services Department cited the… http://boston.cityandpress.com/node/10109669 
36,2015-08-31,0,0,0,[],"ISD sends message, property pays price: The city’s Inspectional Services Department sent a strong signal to… http://boston.cityandpress.com/node/10104684 "
