tweet_id,Timestamp,likes,retweets,replies,hashtag,text
0,2017-02-10,0,0,0,['beaconhill'],Sometimes you just gotta walk in the street #beaconhill… https://www.instagram.com/p/BQUIqqiDzyy_ezpmk7bpsURVYIjx6jviQ5TVNE0/ …
1,2017-01-25,1,0,0,[],Skating no Park Street- Boston com as Crianças!! @ Downtown Boston https://www.instagram.com/p/BPsssdHhgFR/ 
2,2017-01-25,0,0,0,"['newburystreet', 'look', 'ootd', 'white', 'winterinbosotn']",Walking at  #newburystreet #look #ootd #white #winterinbosotn @ Newbury Street https://www.instagram.com/p/BPsdk2yANw-/ 
3,2017-01-25,0,0,0,['DashSnacks'],#DashSnacks in Rhonda the Honda @ Elm Street Bakery https://www.instagram.com/p/BPsbHTIgKwO/ 
4,2017-01-15,0,0,0,[],1.5 times dry hopped @trilliumbrewing stillings street IPA? Roughly half and half blend of… https://www.instagram.com/p/BPS_6DJj9pE/ 
5,2017-01-15,0,0,0,[],Science time with TJ. @trilliumbrewing stillings street IPA canned 12/22/16 and double dry… https://www.instagram.com/p/BPS8DVxDMUo/ 
6,2017-01-15,4,0,0,[],The best day to wake up on tour is the day I wake up on Lansdowne Street. Boston House of Blues… https://www.instagram.com/p/BPS6dYZg4uc/ 
7,2017-01-15,3,1,0,[],Now pouring Stardust IPAfrom Cambridge's own @lamplighterbrew ! @ Grafton Street https://www.instagram.com/p/BPS5eN0g8V-/ 
8,2017-01-15,1,1,0,['TONIGHT'],"#TONIGHT 01.15.16 @Dat7Official WILL BE AT VENU NIGHT CLUB 100 Warrenton Street, Boston Mass… https://www.instagram.com/p/BPSz-MoA22n/ "
9,2015-09-25,0,0,0,[],Boston street parking prices could go up: Parking at Boston meters could be getting more expensive if the mayor has… http://boston.cityandpress.com/node/10225035 
10,2015-09-12,2,0,0,['mayormartywalsh'],.sweetcheeksq catering cityofboston back to school beach bash with #mayormartywalsh @ M Street Beach https://instagram.com/p/7ieqT_hWkR/ 
11,2015-09-03,0,0,0,"['architectural', 'salemma', 'eastcoast']",Historic Chestnut Street is overflowing with #architectural interest. #salemma #eastcoast @ Chestnut… https://instagram.com/p/7JgEbpsRpu/ 
12,2018-04-29,3,0,0,[],Brand spanking new street in front of BSHG! Thank you cityofboston Public Works. We’re open 12-5… https://www.instagram.com/p/BiJ8NoAhoGO/ 
13,2018-03-15,0,0,0,[],NEW LISTING! Beacon Hill Joy Street Studio available September 1 for $2075 including heat and… https://www.instagram.com/p/BgVBPS4njNB/ 
14,2018-01-10,0,0,0,[],Boston Public Works Department workers removing snow from Washington Street in the South End.… https://www.instagram.com/p/BdwG4lFBsbc/ 
15,2017-11-11,3,1,0,[],Hello ! Huge delight : please come to 6 Birch Street @joannerossman this Friday and Saturday :… https://www.instagram.com/p/BbW14ykABPS/ 
16,2017-11-06,0,0,0,"['boston', 'massachusetts', 'streetart', 'art', 'art', 'streetphotography', 'street']",City of Boston art #boston #massachusetts #streetart #art #art #streetphotography #street… https://www.instagram.com/p/BbIybEil6uF/ 
17,2018-11-24,0,0,0,['3'],"That’s the plaque on #3 Winter Street, first home of former Salem MA Mayor Arielle L. Shultz (D) 2003-2007. Her administration’s biggest accomplishment was keeping the Salem Common clean!… https://www.instagram.com/p/Bqk7wlzAyqK/?utm_source=ig_twitter_share&igshid=mmxev4szjpfo …"
18,2018-11-24,0,0,0,['3'],"That’s the plaque on #3 Winter Street, first home of former Salem MA Mayor Arielle L. Shultz (D) 2003-2007. Her administration’s biggest accomplishment was keeping the Salem Common clean!… https://www.instagram.com/p/Bqk7wlzAyqK/?utm_source=ig_twitter_share&igshid=4308f0mb4ks5 …"
19,2018-11-03,0,0,0,[],"HBD TO THE HNIC @prodigymobbdeep LONG LIVE RIP
•
NEW VIDEO! OUT NOW! LINK IN MY BIO!
•
“TRYNA GET RICH” Prod:@nem_dhbbco 1st Visual From O’D’s Recently Released Street Album “A TORTURED… https://www.instagram.com/p/Bps3zkAnYS7/?utm_source=ig_twitter_share&igshid=17vetbsy0bnrp …"
